state_abb,year,elxn_year,state_year_type,state_year_type2,grant_mil,state_incvote_avglast3
LA,1989,0,core + nonelection,NA,61.06356695,0.5647378
LA,1990,0,core + nonelection,NA,70.30125368,0.5647378
LA,1991,0,core + nonelection,NA,84.53152841,0.5647378
LA,1992,1,core + election,NA,104.6270576,0.5647378
LA,1993,0,NA,NA,124.2674071,0.45351562
LA,1994,0,NA,NA,123.7559231,0.45351562
LA,1995,0,NA,NA,124.1021821,0.45351562
LA,1996,1,NA,NA,104.3101618,0.45351562
LA,1997,0,swing + nonelection,NA,107.1427591,0.51344895
LA,1998,0,swing + nonelection,NA,99.79286753,0.51344895
LA,1999,0,swing + nonelection,NA,108.0010202,0.51344895
LA,2000,1,swing + election year,"swing state
(successor election year)",108.9850534,0.51344895
LA,2001,0,swing + nonelection,NA,121.0819902,0.48237756
LA,2002,0,swing + nonelection,NA,133.2008842,0.48237756
LA,2003,0,swing + nonelection,NA,136.8277608,0.48237756
LA,2004,1,swing + election year,"swing state
(incumbent re-election year)",131.4769173,0.48237756
LA,2005,0,NA,NA,190.474611,0.51569784
LA,2006,0,NA,NA,377.4328043,0.51569784
LA,2007,0,NA,NA,235.3183168,0.51569784
LA,2008,1,NA,NA,188.589378,0.51569784
MA,1984,1,swing + election year,"swing state
(incumbent re-election year)",450.2794838,0.45822307
MA,1985,0,swing + nonelection,NA,467.5712061,0.4779146
MA,1986,0,swing + nonelection,NA,451.5500476,0.4779146
MA,1987,0,swing + nonelection,NA,443.6539419,0.4779146
MA,1988,1,swing + election year,"swing state
(successor election year)",489.0065534,0.4779146
MA,1989,0,swing + nonelection,NA,465.5169258,0.4916892
MA,1990,0,swing + nonelection,NA,571.8207387,0.4916892
MA,1991,0,swing + nonelection,NA,704.9604332,0.4916892
MA,1992,1,swing + election year,"swing state
(incumbent re-election year)",691.5530465,0.4916892
MA,1993,0,NA,NA,824.7846071,0.54892087
MA,1994,0,NA,NA,847.7601847,0.54892087
MA,1995,0,NA,NA,843.9439756,0.54892087
MA,1996,1,NA,NA,803.4626453,0.54892087
MA,1997,0,core + nonelection,NA,810.0701272,0.6157147
MA,1998,0,core + nonelection,NA,848.0670043,0.6157147
MA,1999,0,core + nonelection,NA,913.2864996,0.6157147
MA,2000,1,core + election,NA,948.96902,0.6157147
MA,2001,0,NA,NA,963.413663,0.34826156
MA,2002,0,NA,NA,1030.534206,0.34826156
MA,2003,0,NA,NA,1090.360468,0.34826156
MA,2004,1,NA,NA,1092.8985,0.34826156
MA,2005,0,NA,NA,1062.426328,0.3460932
MA,2006,0,NA,NA,985.7806834,0.3460932
MA,2007,0,NA,NA,1058.703514,0.3460932
MA,2008,1,NA,NA,1440.214427,0.3460932
MD,1984,1,NA,NA,159.9414547,0.52487224
MD,1985,0,swing + nonelection,NA,168.0286495,0.49367657
MD,1986,0,swing + nonelection,NA,171.2993015,0.49367657
MD,1987,0,swing + nonelection,NA,169.0282222,0.49367657
MD,1988,1,swing + election year,"swing state
(successor election year)",178.2864388,0.49367657
MD,1989,0,swing + nonelection,NA,171.4808378,0.50867605
MD,1990,0,swing + nonelection,NA,195.9465836,0.50867605
MD,1991,0,swing + nonelection,NA,207.9471667,0.50867605
MD,1992,1,swing + election year,"swing state
(incumbent re-election year)",215.6150511,0.50867605
MD,1993,0,swing + nonelection,NA,257.198523,0.51359314
MD,1994,0,swing + nonelection,NA,270.4264915,0.51359314
MD,1995,0,swing + nonelection,NA,280.4778592,0.51359314
MD,1996,1,swing + election year,"swing state
(incumbent re-election year)",262.5438854,0.51359314
MD,1997,0,core + nonelection,NA,279.4980456,0.55157965
MD,1998,0,core + nonelection,NA,297.0841643,0.55157965
MD,1999,0,core + nonelection,NA,327.5585806,0.55157965
MD,2000,1,core + election,NA,390.641476,0.55157965
MD,2001,0,NA,NA,413.7530515,0.41530284
MD,2002,0,NA,NA,436.0097942,0.41530284
MD,2003,0,NA,NA,402.8741883,0.41530284
MD,2004,1,NA,NA,400.554166,0.41530284
MD,2005,0,NA,NA,379.9268917,0.4210839
MD,2006,0,NA,NA,379.5270685,0.4210839
MD,2007,0,NA,NA,389.1433036,0.4210839
MD,2008,1,NA,NA,422.1661323,0.4210839
ME,1984,1,swing + election year,"swing state
(incumbent re-election year)",75.18428148,0.5461173
ME,1985,0,swing + nonelection,NA,76.74588169,0.54469925
ME,1986,0,swing + nonelection,NA,74.60045034,0.54469925
ME,1987,0,swing + nonelection,NA,71.31385245,0.54469925
ME,1988,1,swing + election year,"swing state
(successor election year)",73.04905373,0.54469925
ME,1989,0,core + nonelection,NA,70.92328222,0.56249875
ME,1990,0,core + nonelection,NA,80.72049142,0.56249875
ME,1991,0,core + nonelection,NA,92.96789244,0.56249875
ME,1992,1,core + election,NA,100.6198991,0.56249875
ME,1993,0,NA,NA,119.9699811,0.46405247
ME,1994,0,NA,NA,126.9238221,0.46405247
ME,1995,0,NA,NA,130.527233,0.46405247
ME,1996,1,NA,NA,124.4031513,0.46405247
ME,1997,0,NA,NA,133.6034476,0.54315656
ME,1998,0,NA,NA,141.722267,0.54315656
ME,1999,0,NA,NA,144.1610836,0.54315656
ME,2000,1,NA,NA,149.0823093,0.54315656
ME,2001,0,NA,NA,154.2348622,0.42844722
ME,2002,0,NA,NA,163.1225869,0.42844722
ME,2003,0,NA,NA,183.3339631,0.42844722
ME,2004,1,NA,NA,188.5499122,0.42844722
ME,2005,0,NA,NA,183.9705995,0.43335673
ME,2006,0,NA,NA,173.4834776,0.43335673
ME,2007,0,NA,NA,178.0307156,0.43335673
ME,2008,1,NA,NA,177.907648,0.43335673
MI,1984,1,swing + election year,"swing state
(incumbent re-election year)",103.6962598,0.54543686
MI,1985,0,core + nonelection,NA,99.36153775,0.5527884
MI,1986,0,core + nonelection,NA,99.18382333,0.5527884
MI,1987,0,core + nonelection,NA,91.62555161,0.5527884
MI,1988,1,core + election,NA,96.19257948,0.5527884
MI,1989,0,core + nonelection,NA,89.87049737,0.55690265
MI,1990,0,core + nonelection,NA,98.95559253,0.55690265
MI,1991,0,core + nonelection,NA,110.2092963,0.55690265
MI,1992,1,core + election,NA,116.3410647,0.55690265
MI,1993,0,NA,NA,135.9291187,0.4703026
MI,1994,0,NA,NA,141.667769,0.4703026
MI,1995,0,NA,NA,141.6920491,0.4703026
MI,1996,1,NA,NA,132.6869467,0.4703026
MI,1997,0,NA,NA,138.4354471,0.52653843
MI,1998,0,NA,NA,140.5814319,0.52653843
MI,1999,0,NA,NA,155.6305971,0.52653843
MI,2000,1,NA,NA,162.4011688,0.52653843
MI,2001,0,swing + nonelection,NA,168.032898,0.4514194
MI,2002,0,swing + nonelection,NA,184.7311456,0.4514194
MI,2003,0,swing + nonelection,NA,175.2818554,0.4514194
MI,2004,1,swing + election year,"swing state
(incumbent re-election year)",174.5985297,0.4514194
MI,2005,0,swing + nonelection,NA,170.5336931,0.46105045
MI,2006,0,swing + nonelection,NA,160.8671237,0.46105045
MI,2007,0,swing + nonelection,NA,170.1176669,0.46105045
MI,2008,1,swing + election year,"swing state
(successor election year)",226.7659443,0.46105045
MN,1984,1,swing + election year,"swing state
(incumbent re-election year)",46.04487403,0.4798795
MN,1985,0,swing + nonelection,NA,44.50356213,0.4701757
MN,1986,0,swing + nonelection,NA,44.69528946,0.4701757
MN,1987,0,swing + nonelection,NA,43.01207676,0.4701757
MN,1988,1,swing + election year,"swing state
(successor election year)",42.75863407,0.4701757
MN,1989,0,swing + nonelection,NA,40.96510907,0.48047945
MN,1990,0,swing + nonelection,NA,42.20991428,0.48047945
MN,1991,0,swing + nonelection,NA,48.84490002,0.48047945
MN,1992,1,swing + election year,"swing state
(incumbent re-election year)",52.54093647,0.48047945
MN,1993,0,swing + nonelection,NA,64.2137726,0.53787696
MN,1994,0,swing + nonelection,NA,64.52675692,0.53787696
MN,1995,0,swing + nonelection,NA,66.97404857,0.53787696
MN,1996,1,swing + election year,"swing state
(incumbent re-election year)",62.62592733,0.53787696
MN,1997,0,core + nonelection,NA,66.98378026,0.56883866
MN,1998,0,core + nonelection,NA,63.91434239,0.56883866
MN,1999,0,core + nonelection,NA,68.89271949,0.56883866
MN,2000,1,core + election,NA,72.46438579,0.56883866
MN,2001,0,NA,NA,77.46665062,0.43870953
MN,2002,0,NA,NA,85.33990098,0.43870953
MN,2003,0,NA,NA,88.43552232,0.43870953
MN,2004,1,NA,NA,89.33703449,0.43870953
MN,2005,0,swing + nonelection,NA,91.11485343,0.45857763
MN,2006,0,swing + nonelection,NA,83.31596892,0.45857763
MN,2007,0,swing + nonelection,NA,91.39597331,0.45857763
MN,2008,1,swing + election year,"swing state
(successor election year)",102.6846323,0.45857763
MO,1984,1,NA,NA,32.77868551,0.54672617
MO,1985,0,NA,NA,32.61394271,0.53916085
MO,1986,0,NA,NA,29.20531755,0.53916085
MO,1987,0,NA,NA,27.12434328,0.53916085
MO,1988,1,NA,NA,27.56146426,0.53916085
MO,1989,0,core + nonelection,NA,29.82881359,0.55195695
MO,1990,0,core + nonelection,NA,32.26192765,0.55195695
MO,1991,0,core + nonelection,NA,37.58575461,0.55195695
MO,1992,1,core + election,NA,45.12008247,0.55195695
MO,1993,0,NA,NA,51.19028284,0.4816177
MO,1994,0,NA,NA,55.59367914,0.4816177
MO,1995,0,NA,NA,55.6756137,0.4816177
MO,1996,1,NA,NA,54.62290028,0.4816177
MO,1997,0,swing + nonelection,NA,56.06543563,0.52685696
MO,1998,0,swing + nonelection,NA,59.23153113,0.52685696
MO,1999,0,swing + nonelection,NA,63.1329916,0.52685696
MO,2000,1,swing + election year,"swing state
(successor election year)",68.65761575,0.52685696
MO,2001,0,swing + nonelection,NA,76.14916409,0.47219315
MO,2002,0,swing + nonelection,NA,84.61611568,0.47219315
MO,2003,0,swing + nonelection,NA,85.22875179,0.47219315
MO,2004,1,swing + election year,"swing state
(incumbent re-election year)",82.72630468,0.47219315
MO,2005,0,swing + nonelection,NA,83.13456531,0.5059487
MO,2006,0,swing + nonelection,NA,77.85423994,0.5059487
MO,2007,0,swing + nonelection,NA,84.71449249,0.5059487
MO,2008,1,swing + election year,"swing state
(successor election year)",88.21532932,0.5059487
MS,1984,1,core + election,NA,29.87007104,0.59882784
MS,1985,0,swing + nonelection,NA,28.11305576,0.5399682
MS,1986,0,swing + nonelection,NA,28.16641079,0.5399682
MS,1987,0,swing + nonelection,NA,26.86524758,0.5399682
MS,1988,1,swing + election year,"swing state
(successor election year)",27.71319255,0.5399682
MS,1989,0,core + nonelection,NA,26.3614065,0.5782604
MS,1990,0,core + nonelection,NA,32.19688938,0.5782604
MS,1991,0,core + nonelection,NA,34.56120675,0.5782604
MS,1992,1,core + election,NA,40.39958878,0.5782604
MS,1993,0,NA,NA,42.45799494,0.4075724
MS,1994,0,NA,NA,46.41898283,0.4075724
MS,1995,0,NA,NA,47.74436575,0.4075724
MS,1996,1,NA,NA,45.84968429,0.4075724
MS,1997,0,NA,NA,47.01787825,0.43934402
MS,1998,0,NA,NA,49.10671683,0.43934402
MS,1999,0,NA,NA,53.39986509,0.43934402
MS,2000,1,NA,NA,56.74744755,0.43934402
MS,2001,0,core + nonelection,NA,64.60316383,0.5542552
MS,2002,0,core + nonelection,NA,69.2622963,0.5542552
MS,2003,0,core + nonelection,NA,70.20841975,0.5542552
MS,2004,1,core + election,NA,69.71673446,0.5542552
MS,2005,0,core + nonelection,NA,83.92848551,0.57096565
MS,2006,0,core + nonelection,NA,202.289808,0.57096565
MS,2007,0,core + nonelection,NA,90.5668196,0.57096565
MS,2008,1,core + election,NA,79.23461888,0.57096565
MT,1984,1,core + election,NA,16.18135553,0.593112
MT,1985,0,core + nonelection,NA,17.15521387,0.59583664
MT,1986,0,core + nonelection,NA,16.03440508,0.59583664
MT,1987,0,core + nonelection,NA,15.67137609,0.59583664
MT,1988,1,core + election,NA,15.63917746,0.59583664
MT,1989,0,core + nonelection,NA,14.19299636,0.5931828
MT,1990,0,core + nonelection,NA,17.365461,0.5931828
MT,1991,0,core + nonelection,NA,17.01987885,0.5931828
MT,1992,1,core + election,NA,20.04307373,0.5931828
MT,1993,0,NA,NA,21.61809455,0.4581149
MT,1994,0,NA,NA,23.15805651,0.4581149
MT,1995,0,NA,NA,23.08269974,0.4581149
MT,1996,1,NA,NA,22.61722223,0.4581149
MT,1997,0,swing + nonelection,NA,26.28980597,0.4901615
MT,1998,0,swing + nonelection,NA,24.94989212,0.4901615
MT,1999,0,swing + nonelection,NA,30.50736499,0.4901615
MT,2000,1,swing + election year,"swing state
(successor election year)",32.77888734,0.4901615
MT,2001,0,NA,NA,35.76203856,0.54539907
MT,2002,0,NA,NA,37.69744952,0.54539907
MT,2003,0,NA,NA,36.00786665,0.54539907
MT,2004,1,NA,NA,36.65059807,0.54539907
MT,2005,0,core + nonelection,NA,38.50035536,0.5861462
MT,2006,0,core + nonelection,NA,36.50769159,0.5861462
MT,2007,0,core + nonelection,NA,38.94790079,0.5861462
MT,2008,1,core + election,NA,36.141486,0.5861462
NC,1984,1,core + election,NA,42.6777036,0.5539132
NC,1985,0,NA,NA,44.68575571,0.5252475
NC,1986,0,NA,NA,46.09077266,0.5252475
NC,1987,0,NA,NA,45.12128022,0.5252475
NC,1988,1,NA,NA,45.79673765,0.5252475
NC,1989,0,core + nonelection,NA,46.87754344,0.57095027
NC,1990,0,core + nonelection,NA,57.88962187,0.57095027
NC,1991,0,core + nonelection,NA,61.81539009,0.57095027
NC,1992,1,core + election,NA,68.34739537,0.57095027
NC,1993,0,NA,NA,77.20592503,0.43118712
NC,1994,0,NA,NA,81.01737264,0.43118712
NC,1995,0,NA,NA,86.84122495,0.43118712
NC,1996,1,NA,NA,90.02066299,0.43118712
NC,1997,0,swing + nonelection,NA,93.7254032,0.4628467
NC,1998,0,swing + nonelection,NA,97.87679587,0.4628467
NC,1999,0,swing + nonelection,NA,101.9524163,0.4628467
NC,2000,1,swing + election year,"swing state
(successor election year)",111.9036258,0.4628467
NC,2001,0,swing + nonelection,NA,114.8897748,0.53150815
NC,2002,0,swing + nonelection,NA,126.5020786,0.53150815
NC,2003,0,swing + nonelection,NA,131.3505321,0.53150815
NC,2004,1,swing + election year,"swing state
(incumbent re-election year)",138.0283901,0.53150815
NC,2005,0,core + nonelection,NA,138.3207525,0.5507865
NC,2006,0,core + nonelection,NA,136.4623685,0.5507865
NC,2007,0,core + nonelection,NA,145.0959049,0.5507865
NC,2008,1,core + election,NA,148.7579029,0.5507865
ND,1984,1,core + election,NA,16.15415223,0.62471104
ND,1985,0,core + nonelection,NA,14.62522396,0.6323953
ND,1986,0,core + nonelection,NA,13.34618598,0.6323953
ND,1987,0,core + nonelection,NA,13.19873926,0.6323953
ND,1988,1,core + election,NA,13.78545576,0.6323953
ND,1989,0,core + nonelection,NA,13.88551276,0.6443688
ND,1990,0,core + nonelection,NA,14.92849969,0.6443688
ND,1991,0,core + nonelection,NA,15.36624588,0.6443688
ND,1992,1,core + election,NA,17.74040582,0.6443688
ND,1993,0,NA,NA,19.96031659,0.39931786
ND,1994,0,NA,NA,19.64593154,0.39931786
ND,1995,0,NA,NA,20.59121493,0.39931786
ND,1996,1,NA,NA,20.42802214,0.39931786
ND,1997,0,NA,NA,26.55337498,0.43872875
ND,1998,0,NA,NA,25.92649199,0.43872875
ND,1999,0,NA,NA,24.46242099,0.43872875
ND,2000,1,NA,NA,26.13167617,0.43872875
ND,2001,0,core + nonelection,NA,29.99075473,0.5883781
ND,2002,0,core + nonelection,NA,30.51694461,0.5883781
ND,2003,0,core + nonelection,NA,32.18763664,0.5883781
ND,2004,1,core + election,NA,30.67862273,0.5883781
ND,2005,0,core + nonelection,NA,32.77180674,0.60849357
ND,2006,0,core + nonelection,NA,26.60994759,0.60849357
ND,2007,0,core + nonelection,NA,27.00511797,0.60849357
ND,2008,1,core + election,NA,29.57609887,0.60849357
NE,1984,1,core + election,NA,12.76183186,0.67561924
NE,1985,0,core + nonelection,NA,12.75441641,0.67729354
NE,1986,0,core + nonelection,NA,11.71154765,0.67729354
NE,1987,0,core + nonelection,NA,10.96844544,0.67729354
NE,1988,1,core + election,NA,11.34628916,0.67729354
NE,1989,0,core + nonelection,NA,9.947555651,0.67705274
NE,1990,0,core + nonelection,NA,12.53866099,0.67705274
NE,1991,0,core + nonelection,NA,14.27130662,0.67705274
NE,1992,1,core + election,NA,16.28882013,0.67705274
NE,1993,0,NA,NA,19.05781582,0.35714734
NE,1994,0,NA,NA,19.72275457,0.35714734
NE,1995,0,NA,NA,18.95294556,0.35714734
NE,1996,1,NA,NA,18.77663878,0.35714734
NE,1997,0,NA,NA,20.02179308,0.39198044
NE,1998,0,NA,NA,22.05508735,0.39198044
NE,1999,0,NA,NA,23.49507048,0.39198044
NE,2000,1,NA,NA,24.62444766,0.39198044
NE,2001,0,core + nonelection,NA,28.06109715,0.6234655
NE,2002,0,core + nonelection,NA,29.03082006,0.6234655
NE,2003,0,core + nonelection,NA,30.15747559,0.6234655
NE,2004,1,core + election,NA,29.56073739,0.6234655
NE,2005,0,core + nonelection,NA,29.49195691,0.6419388
NE,2006,0,core + nonelection,NA,27.93365243,0.6419388
NE,2007,0,core + nonelection,NA,29.8860142,0.6419388
NE,2008,1,core + election,NA,39.2962173,0.6419388
NH,1984,1,core + election,NA,82.85216611,0.6251409
NH,1985,0,core + nonelection,NA,73.91585984,0.63911533
NH,1986,0,core + nonelection,NA,68.91928093,0.63911533
NH,1987,0,core + nonelection,NA,68.48545369,0.63911533
NH,1988,1,core + election,NA,69.04812252,0.63911533
NH,1989,0,core + nonelection,NA,61.74715244,0.66409105
NH,1990,0,core + nonelection,NA,75.71282851,0.66409105
NH,1991,0,core + nonelection,NA,91.6785242,0.66409105
NH,1992,1,core + election,NA,148.4933474,0.66409105
NH,1993,0,NA,NA,113.825295,0.39545643
NH,1994,0,NA,NA,153.6926361,0.39545643
NH,1995,0,NA,NA,136.7319174,0.39545643
NH,1996,1,NA,NA,136.5261624,0.39545643
NH,1997,0,NA,NA,138.282263,0.47724527
NH,1998,0,NA,NA,146.9659891,0.47724527
NH,1999,0,NA,NA,154.8180859,0.47724527
NH,2000,1,NA,NA,171.0139444,0.47724527
NH,2001,0,swing + nonelection,NA,170.6365194,0.4808686
NH,2002,0,swing + nonelection,NA,188.5753139,0.4808686
NH,2003,0,swing + nonelection,NA,211.9660467,0.4808686
NH,2004,1,swing + election year,"swing state
(incumbent re-election year)",205.0857172,0.4808686
NH,2005,0,swing + nonelection,NA,193.5552123,0.4812228
NH,2006,0,swing + nonelection,NA,181.7715115,0.4812228
NH,2007,0,swing + nonelection,NA,188.3866265,0.4812228
NH,2008,1,swing + election year,"swing state
(successor election year)",184.1574679,0.4812228
NJ,1984,1,core + election,NA,285.7133385,0.5703925
NJ,1985,0,core + nonelection,NA,286.2578694,0.56343734
NJ,1986,0,core + nonelection,NA,258.5821715,0.56343734
NJ,1987,0,core + nonelection,NA,244.2673772,0.56343734
NJ,1988,1,core + election,NA,257.7366532,0.56343734
NJ,1989,0,core + nonelection,NA,236.7853427,0.5827723
NJ,1990,0,core + nonelection,NA,296.6367561,0.5827723
NJ,1991,0,core + nonelection,NA,331.8704228,0.5827723
NJ,1992,1,core + election,NA,363.8765342,0.5827723
NJ,1993,0,NA,NA,493.2002145,0.44665924
NJ,1994,0,NA,NA,459.0833866,0.44665924
NJ,1995,0,NA,NA,486.9380167,0.44665924
NJ,1996,1,NA,NA,455.6425019,0.44665924
NJ,1997,0,NA,NA,470.0211234,0.51495314
NJ,1998,0,NA,NA,485.8653274,0.51495314
NJ,1999,0,NA,NA,485.2076208,0.51495314
NJ,2000,1,NA,NA,518.4079214,0.51495314
NJ,2001,0,NA,NA,530.3404423,0.4346716
NJ,2002,0,NA,NA,579.0730766,0.4346716
NJ,2003,0,NA,NA,597.3326697,0.4346716
NJ,2004,1,NA,NA,573.7681863,0.4346716
NJ,2005,0,NA,NA,543.1997766,0.4281709
NJ,2006,0,NA,NA,544.6027272,0.4281709
NJ,2007,0,NA,NA,587.1283716,0.4281709
NJ,2008,1,NA,NA,741.7908007,0.4281709
NM,1984,1,core + election,NA,44.08948615,0.5789981
NM,1985,0,core + nonelection,NA,44.62026007,0.5716754
NM,1986,0,core + nonelection,NA,42.12155105,0.5716754
NM,1987,0,core + nonelection,NA,39.64321127,0.5716754
NM,1988,1,core + election,NA,41.95420001,0.5716754
NM,1989,0,core + nonelection,NA,41.12413033,0.5758926
NM,1990,0,core + nonelection,NA,44.52126133,0.5758926
NM,1991,0,core + nonelection,NA,52.95059232,0.5758926
NM,1992,1,core + election,NA,62.38562552,0.5758926
NM,1993,0,NA,NA,73.17944736,0.47427547
NM,1994,0,NA,NA,74.01322262,0.47427547
NM,1995,0,NA,NA,79.90837404,0.47427547
NM,1996,1,NA,NA,81.04363642,0.47427547
NM,1997,0,swing + nonelection,NA,86.19407918,0.5221879
NM,1998,0,swing + nonelection,NA,89.53845673,0.5221879
NM,1999,0,swing + nonelection,NA,95.61990303,0.5221879
NM,2000,1,swing + election year,"swing state
(successor election year)",103.6780096,0.5221879
NM,2001,0,swing + nonelection,NA,114.8837244,0.46933928
NM,2002,0,swing + nonelection,NA,124.3889338,0.46933928
NM,2003,0,swing + nonelection,NA,124.8310153,0.46933928
NM,2004,1,swing + election year,"swing state
(incumbent re-election year)",134.131792,0.46933928
NM,2005,0,swing + nonelection,NA,126.0053348,0.48781428
NM,2006,0,swing + nonelection,NA,121.8627263,0.48781428
NM,2007,0,swing + nonelection,NA,131.3737058,0.48781428
NM,2008,1,swing + election year,"swing state
(successor election year)",139.3822849,0.48781428
NV,1984,1,core + election,NA,38.74315534,0.61959165
NV,1985,0,core + nonelection,NA,39.96530523,0.631708
NV,1986,0,core + nonelection,NA,35.57479889,0.631708
NV,1987,0,core + nonelection,NA,32.16105084,0.631708
NV,1988,1,core + election,NA,34.21242795,0.631708
NV,1989,0,core + nonelection,NA,35.5184898,0.6602053
NV,1990,0,core + nonelection,NA,41.02521095,0.6602053
NV,1991,0,core + nonelection,NA,48.46287396,0.6602053
NV,1992,1,core + election,NA,58.57837501,0.6602053
NV,1993,0,NA,NA,52.1798946,0.4123017
NV,1994,0,NA,NA,71.72687026,0.4123017
NV,1995,0,NA,NA,83.55264638,0.4123017
NV,1996,1,NA,NA,75.48710518,0.4123017
NV,1997,0,swing + nonelection,NA,87.51593992,0.47197574
NV,1998,0,swing + nonelection,NA,82.55852664,0.47197574
NV,1999,0,swing + nonelection,NA,94.77192846,0.47197574
NV,2000,1,swing + election year,"swing state
(successor election year)",100.1907921,0.47197574
NV,2001,0,swing + nonelection,NA,106.5086321,0.49815178
NV,2002,0,swing + nonelection,NA,122.9825874,0.49815178
NV,2003,0,swing + nonelection,NA,125.0147422,0.49815178
NV,2004,1,swing + election year,"swing state
(incumbent re-election year)",143.0758617,0.49815178
NV,2005,0,swing + nonelection,NA,168.9485318,0.50862634
NV,2006,0,swing + nonelection,NA,148.4324616,0.50862634
NV,2007,0,swing + nonelection,NA,178.0497786,0.50862634
NV,2008,1,swing + election year,"swing state
(successor election year)",177.3528109,0.50862634
NY,1984,1,swing + election year,"swing state
(incumbent re-election year)",400.7681858,0.52645844
NY,1985,0,swing + nonelection,NA,393.9978356,0.510882
NY,1986,0,swing + nonelection,NA,395.0264128,0.510882
NY,1987,0,swing + nonelection,NA,394.0571293,0.510882
NY,1988,1,swing + election year,"swing state
(successor election year)",384.7380467,0.510882
NY,1989,0,swing + nonelection,NA,393.5701898,0.511402
NY,1990,0,swing + nonelection,NA,430.8687411,0.511402
NY,1991,0,swing + nonelection,NA,480.1479673,0.511402
NY,1992,1,swing + election year,"swing state
(incumbent re-election year)",566.3438777,0.511402
NY,1993,0,NA,NA,619.6084733,0.5250974
NY,1994,0,NA,NA,620.216948,0.5250974
NY,1995,0,NA,NA,634.749535,0.5250974
NY,1996,1,NA,NA,638.1134749,0.5250974
NY,1997,0,core + nonelection,NA,659.5566992,0.59188145
NY,1998,0,core + nonelection,NA,661.840459,0.59188145
NY,1999,0,core + nonelection,NA,663.4342788,0.59188145
NY,2000,1,core + election,NA,725.2755152,0.59188145
NY,2001,0,NA,NA,730.9243741,0.3713836
NY,2002,0,NA,NA,854.2555874,0.3713836
NY,2003,0,NA,NA,936.7378655,0.3713836
NY,2004,1,NA,NA,957.9115121,0.3713836
NY,2005,0,NA,NA,843.507932,0.37201887
